"title","subtitle","link","pubDate","duration","Kapitel_Start","Kapitel_Titel","Shownotes"
"LdN219 Corona-Krise eskaliert, EU-Rechtsstaatsmechanismus kommt, neues EU-Klimaziel, LAX VOX, Funkzellenabfragen-Transparenz-System, Rundfunkbeitrag","Interview mit Nadia Pantel, Korrespondentin der Süddeutschen Zeitung in Paris","https://lagedernation.org/2020/12/11/ldn219-corona-krise-eskaliert-eu-rechtsstaatsmechanismus-kommt-neues-eu-klimaziel-lax-vox-funkzellenabfragen-transparenz-system-rundfunkbeitrag/","Fri, 11 Dec 2020 19:13:19 +0000","01:28:24","00:00:00.000","Begrüßung",
