"title","subtitle","link","pubDate","duration","Kapitel_Start","Kapitel_Titel"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:00:00.000","Begrüßung"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:01:01.674","1 Jahr ""Eskabolation"""
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:03:37.063","Soziale Ungleichheit"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:05:27.294","Umverteilung"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:08:22.782","Corona"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:13:27.614","Prio Wirtschaft vor Kultur"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:16:35.391","Ungleichheit nach Corona"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:21:57.372","Forderungen Steuer / Erbschaftssteuer"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:26:57.952","Besteuerung digitaler Konzerne"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:31:54.860","SPD in der Opposition?"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:35:05.837","CumEx"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:44:25.380","Digitale Bürgerrechte"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","00:55:35.860","Klimaschutz"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","01:02:04.378","EEG-Reform"
"LdN218 Spezial: Saskia Esken und Norbert Walter-Borjans, Bundesvorsitzende der SPD",NA,"https://lagedernation.org/2020/12/04/ldn218-spezial-saskia-esken-und-norbert-walter-borjans-bundesvorsitzende-der-spd/","Fri, 04 Dec 2020 06:33:17 +0000","01:09:11","01:04:15.695","Bilanz 1 Jahr Eskabolation"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:00:00.000","Begrüßung"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:00:54.626","Sponsor: Naturstrom.de/lage"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:02:21.607","Trier: Amok-Fahrer tötet viele Menschen"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:09:42.211","Corona: Lage, Schnelltests & Impfungen"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:14:56.576","Corona: Zu wenig Antigen-Schnelltests"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:25:50.797","Corona-Kosten: Sollen Länder zahlen oder nur der Bund?"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","00:30:39.723","Rundfunkbeitrag: Was in Sachsen-Anhalt schief läuft"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","01:06:56.833","Journalismus: Staat will Presse-Verlage subventionieren"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","01:18:05.675","Interview: Saskia Esken & Norbert Walter-Borjans"
"LdN217 Amokfahrt in Trier, Corona, Rundfunkbeitrag, Subventionen für Presse-Verlage, Interview Saskia Esken und Norbert Walter-Borjans","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und KoRo-Drogerie","https://lagedernation.org/2020/12/03/ldn217-amokfahrt-in-trier-corona-rundfunkbeitrag-subventionen-fuer-presse-verlage-interview-saskia-esken-und-norbert-walter-borjans/","Thu, 03 Dec 2020 19:45:12 +0000","01:29:31","01:27:01.829","Verabschiedung"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:00:00.000","Einladung"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:05:04.557","Femizide: Weltweite Gewalt gegen Frauen"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:18:17.430","Corona: Verschärfte Maßnahmen beschlossen"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:35:26.298","Corona: Rolle der Schulen"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:44:28.299","Corona: Impfungen und Schnelltests"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:50:09.915","Böller: Verbot ja, aber nicht wegen Covid"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","00:55:54.240","USA: Donald Trump leitet Transition ein"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","01:03:35.535","EU-Haushalt: Feedback aus dem Büro Barley"
"LdN216 Gewalt gegen Frauen, Corona-Massnahmen, Trump geht, EU-Rechtsstaatsmechanismus","Sponsoren: Naturstrom - Ökostrom- oder Biogasvertrag und Boxcryptor - Cloudverschlüsselung „Made in Germany“.","https://lagedernation.org/2020/11/26/ldn216-gewalt-gegen-frauen-corona-massnahmen-trump-geht-eu-rechtsstaatsmechanismus/","Thu, 26 Nov 2020 18:41:34 +0000","01:10:23","01:09:56.877","Verabschiedung"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:00:00.000","Begrüßung"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:00:29.803","Sponsor: Babbel"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:01:14.045","EU-Haushalt: Warum Polen und Ungarn blockieren"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:17:14.095","Corona: Die Zahlen"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:19:50.404","Corona: Merkel und Länder beschließen - nichts"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:22:20.004","Corona: Infektionschutzgesetz geändert"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:42:36.995","Gesetze: Texte sollten lesbar sein!"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:49:54.582","Corona-Impfstoff: Klarstellung zur Effizienz"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","00:54:08.045","Corona-Demos: Gefahr der Radikalisierung"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:05:25.686","Corona: AfD schleust Störer in Bundestag"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:07:35.981","Lüften: CO2-Ampeln löten"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:11:40.092","Sponsor: KoRo"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:14:08.215","Äthopien: Demokratie-Experiment vor dem Ende?"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:27:35.408","Autogipfel: Mehr Steuergeld für Verbrenner"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:31:07.873","Hinweis: ""Das Interview"" mit Christian Stöcker"
"LdN215 EU-Haushaltspläne, Corona-Zahlen, Drittes Bevölkerungsschutzgesetz, Corona-Demos, Äthiopien-Krieg, Autogipfel","Sponsoren: KoRo-Drogerie und Babbel - die Sprach-Lern-App.","https://lagedernation.org/2020/11/21/ldn215-eu-haushaltsplaene-corona-zahlen-drittes-bevoelkerungsschutzgesetz-corona-demos-aethiopien-krieg-autogipfel/","Fri, 20 Nov 2020 23:07:39 +0000","01:34:48","01:34:27.424","Verabschiedung"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:00:00.000","Begrüßung"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:01:44.223","USA: Joe Biden zum Präsidenten gewählt"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:17:39.440","USA: Trump will nicht gehen"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:26:48.011","Corona: Stagnation auf zu hohem Niveau"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:35:49.867","Corona: Impfstoff in Sicht"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:46:14.509","Leipzig: Polizei überfordert von Corona-Leugnern"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","00:57:25.875","Gefähder"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","01:02:54.921","Kaukasus: Waffenstillstand in Nagorny-Karabach"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","01:25:30.266","Überwachung: EU-Pläne reifen, Verschlüsselung zu schwächen"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","01:43:19.252","Feedback: Schanigärten"
"LdN214 Biden ist Präsident, Corona-Impfstoff, Corona-Demo, Nagorny-Karabach, EU vs. Verschlüsselung","Sponsor: Babbel - die Sprach-Lern-App. 6 Monate bezahlen, 12 Monate bekommen.","https://lagedernation.org/2020/11/12/ldn214-biden-ist-praesident-corona-impfstoff-corona-demo-nagorny-karabach-eu-vs-verschluesselung/","Thu, 12 Nov 2020 20:48:45 +0000","01:44:30","01:44:06.483","Verabschiedung"
